userName,score,at,content
Lela Kemala,5,11/21/2022 23:45,"Fitur lengkap, pembelian tiket mudah."
Vera Komul,5,11/21/2022 21:12,👏👏👏👏👍👍👍
Lalu Ilham erzzie,5,11/21/2022 18:54,Traveloka : Tiket & hotel online?
Vicky Saputra Delvi,2,11/21/2022 18:22,Proses refund nya lama kali ditraveloka ini soal nya aku melakukan pembayaran ditolak otomatis saja tolang lah bantu pihak traveloka supaya cept refund nya
Uda Djo,1,11/21/2022 18:21,Kapok make traveloka kle iklan nya nyampah
Eloy chenel menod saepudin Saepudin,5,11/21/2022 18:20,Sangat baik
Afda Yani,5,11/21/2022 15:52,pembelian tiket pesawat jd lebih mudah
Budi Busyet,5,11/21/2022 15:08,nice
Huawei Y7pro,1,11/21/2022 14:47,Satu aja dulu kalau sy puas kan sy tambah ranting
abi setiadi,1,11/21/2022 14:44,"Kecewa 2 kali Saya pesan studio karaoke. Ga bisa masuk dihari pemesanan. Minimal H-1 baru bisa itu pun harus reservasi dulu ke wa outletnya Oke saya ikutin semua. Wa admin outlet buat reservasi SDH. H-1 dan di bls hari besok nya oleh admin jam 13.00 (21 nov22) ""ok kk"" Ya gw datang dong malam nya ke outlet. Niat hati mau happy2 eh dpt penolakan lagi. Dengan alasan yg sama. Padahal jelas2 sy SDH ngikutin aturan. H-1 wa ke outlet. Payah Traveloka. Kapok gw."
Sudarwin Usman,5,11/21/2022 14:33,terbaik
Muhammad Ridho,4,11/21/2022 14:18,okay
Amy Safaria,1,11/21/2022 14:11,"Gak bisa daftar, kode Verifikasi gak pernah muncul. Pdahal pengguna lama, cuma krn ganti nmr, jd dftar baru. Mlhan eror mulu payah bgt"
Ruslan Eppendi,1,11/21/2022 14:11,"Terus terang kami pelanggan sangat kecewa dengan aplikasi ini, padahal tunggakan dan denda sudah kami clearkan semuanya , Tapi sampai detik inie pihak pihak DC kerap meneror tanpa henti , mohon kepada pihak pimpinan perusahaan ini agar serius dan menindak secara tegas Kecewa berat , kapok , semoga pemerintah mencabut ijin oprasional traveloka ini sekalian bekukan saja , terima kasih"
Ayub Ayu,5,11/21/2022 13:43,sangat suka tidak ribet
Gideon Partogi,5,11/21/2022 13:32,oke
barata putra triswiranto,4,11/21/2022 13:21,Terlalu banyak iklan.....
Basori Mijen,5,11/21/2022 13:18,baru aku coba
Ekin Efendo,5,11/21/2022 12:27,"Aplikasi yang baik , terimakasih Traveloka."
ari hamid saputra,5,11/21/2022 12:18,sangat mudah dan simple pesan hotel di aplikasi ini
fadhluddin harish,5,11/21/2022 11:51,mantap
Mujek Mujek,5,11/21/2022 11:16,"Aplikasinya bagus banget buat beli tiket atau destinasi wisata, aplikasinya bener2 bagus kalian juga harusnya coba!"
Islah Taufik,5,11/21/2022 10:45,sangat baik
Nafla Sakira,5,11/21/2022 10:32,sy sdh lama menggunakan traveloka
Reza Pahlevi,5,11/21/2022 9:56,oke
AMIN MAS'UL,4,11/21/2022 9:49,Lumayan membantu
Dani Iswara,4,11/21/2022 9:49,terimakasih sangat membantu
Ogi Domu,5,11/21/2022 9:26,sip Oke
FaisaL,5,11/21/2022 9:21,GoodService
Joni Syahputra,5,11/21/2022 8:51,cukup baik
Rizi Zee,5,11/21/2022 7:56,"Sorry,karena ulah owner sendiri sehingga saya harus uninstall aplikasi ini dan beralih ke yang lain.."
Espe Es,5,11/21/2022 7:03,"luar biasa , cepat dan tepat"
arif zahidin,5,11/21/2022 6:35,Cacat
Youtuber Medok,5,11/21/2022 6:30,sangat membantu
Good Father,1,11/21/2022 6:16,"Pesanan hotel saya mungkin bukan masalah utama, saya telfon call centernya mba Murti, pak Aria atau siapa itu namanya dan satu lagi saya lupa total 3x nelfon semuanya diputus - saat telfon yg angkat mba Murti terdengar berisik sekali disekitarnya ini tidak profesional - saat yg angkat pak Aria saya diminta menunggu satu menit tanpa dimatikan, oke, tapi saya menunggu tidak ada ringtone tunggu malah dimatikan tidak sampai 10 detik. Trimakasih setelah ini selesai Traveloka apps saya uninstal"
Nasyithah Husna,5,11/21/2022 5:34,efektif
Herry List,5,11/21/2022 5:30,good job
M3 Jeliteng,5,11/21/2022 5:29,Ok
Sandra Lees,1,11/21/2022 4:19,jelek banget ya pelayanan ren car driver nya.. kalo boleh saya nilai cuma 2 dr 10.. saya dr kalimantan jauh2 mau ada urusan penting harus d rescedule ulang.. boking jam 9.15 d jemput drivernya hampir jam 12.00  molor nya kejauhan banget!  sdh gitu uang gak bs d refund kalau mau batal.. sistem menipu custumers secara halus ya.  kecewa sekali saya ! untuk pelayanannya juga komunikasi nya untuk ren carnta jauh sekali di bawah standar -0 payah !
Rote Fishing,5,11/21/2022 4:15,Sangat membantu
benk tri,5,11/21/2022 3:13,semakin baik
Albinus Egho,5,11/21/2022 2:41,Siiip.mantap
Ferry Dermawan,4,11/21/2022 2:16,bagus
Mukhammad Aydir,5,11/21/2022 1:42,good
azmidku Nazaku,5,11/21/2022 1:24,excellent
Nur Hasanah,3,11/20/2022 18:15,Pidiyowanitapsl
faisal hasibuan,5,11/20/2022 16:55,baik
Jansenius Runtuboi,5,11/20/2022 16:15,sangat baik
nathanael manalu,5,11/20/2022 16:02,Keren
Firman brigezt,5,11/20/2022 15:25,mantap
Dadi Rusmanjaya,5,11/20/2022 15:16,top
Toko Buyung,1,11/20/2022 14:57,"Semangkin jelek,dari sebelom nya,,"
nawawi 34,5,11/20/2022 14:13,love traveloka
Siti Kamariah,4,11/20/2022 12:38,mantap
Imron Sadewo,4,11/20/2022 11:13,Ok
Merlin Maulina,5,11/20/2022 11:05,good
Wahida Idha,5,11/20/2022 11:04,bagSs
Agung Waluyono,5,11/20/2022 10:50,bagus
HENDRIK,5,11/20/2022 10:42,Mantap
Gus Minan Gus Minan,5,11/20/2022 10:17,baik
Royan uki85,5,11/20/2022 9:14,top
Triono Budi Santoso,5,11/20/2022 9:04,Semangaat💪💪
Imam chelfa,4,11/20/2022 7:51,mantap
naufal syarifuddin,1,11/20/2022 6:41,transfer pakai mandiri tidak bisa
Edi Santoso,5,11/20/2022 6:25,good
Nur Subchan,5,11/20/2022 6:12,sangat membntu
Heranita Gintingmanik,5,11/20/2022 5:21,Bagus sangat membantu
Angga Kurniawan,5,11/20/2022 5:15,sangat berguna
viant rose,5,11/20/2022 4:54,Very good
I'M JAVA,5,11/20/2022 4:46,ok banget lah..cuma jgan d pertahan kan ya..tpi d tingkatkan lagi
Irfan,5,11/20/2022 4:40,Uninstall...end
Dedi Romansyah,5,11/20/2022 4:36,Ok
Nawi Herdianto,5,11/20/2022 4:24,goog
Pengguna Google,5,11/20/2022 4:21,Benci
Muhammad Ezah,5,11/20/2022 4:18,Semoga banyak banyak promo nya amin
Masdar Jaelani,5,11/20/2022 4:05,Bagusss
NEMEA,1,11/20/2022 4:03,Saya kecewa liat TRAVELOKA dan merasa tidak nyaman dengan aplikasi ini.. jadi saya rugi berkali lipat.. pesan hotel 9 hari sblm keberangkatan tp semua hotel pesanan traveloka tdk bisa REFUND / RESCHEDULE untuk situasi emergency atau pun hal diluar dugaan.. sudah lapor ke hotel tetap juga tdk bisa alasan pesan lewat TRAVELOKA. Tidak ada kemudahan lewat aplikasi TRAVELOKA.. yang ada makin rugi.. kalau boleh saran sih tolong ada bedanya pesan lewat platform dibanding pesan langsung ke hotel..
Edi widodo,5,11/20/2022 3:44,ga pake ribet
P H Gultom,1,11/20/2022 3:33,"Tobat pakai paylater, dulu gak ada admin, sekarang triple admin.. waktu pembayaran, 13ribuan, billing 5000, bayar tagihan 5000,"
dul rohman,5,11/20/2022 2:49,masih cocok untuk cari tiket dan teman perjalanan ke luar kota via darat
Wahyudi Tok,5,11/20/2022 2:46,Ok sip
Eroh Rohsikah,1,11/20/2022 1:52,Aplikasi paling jengkel. Tiap transaksi gagal alesan ke amanan? Emang saya maling? Saya jambret? Data saya akun saya yg pake saya kok susah banget ya di gunakan paylater. Anda bangkrut ya makanya ngirit. Ga akan saya bayar sekalian tu cicilanya...biar kapok. Huh
Anto,5,11/20/2022 1:47,"praktis, mantabb"
Ahmad Salatalohy,5,11/20/2022 0:43,ok banget
Ridwan Ridwan,5,11/19/2022 23:39,respon cepat dan akurat
Indra Ardani,5,11/19/2022 23:34,Keren
adhitia minati,5,11/19/2022 22:10,menjadi mudah segalanya
Desi Suprihatin,4,11/19/2022 21:47,Nn
Mahesa Leo Andika,5,11/19/2022 20:23,simple
Andi Wiyono,5,11/19/2022 16:19,👍👍
Agus Suryana,5,11/19/2022 15:43,ok
Andi Wahyu Bachtiar,5,11/19/2022 13:27,Terbaik untuk berpergian
AQILA BIMA,5,11/19/2022 13:15,Saya kasih 5 biar top markotop
Pengguna Google,5,11/19/2022 13:09,Ngga suka
Imroatun Nafikoh,1,11/19/2022 12:16,Ribet bgt daftr peyleter nya segala pake sim atau paspor. Kan gak semua orng punya.
Heira Prapanca,5,11/19/2022 12:13,sangat bagus
Andre Beltim,5,11/19/2022 12:11,sungguh mantap
achmad nadzir,5,11/19/2022 12:09,mantap Traveloka
NURDIANSYAH S,5,11/19/2022 11:56,good
Yogi Saputra,5,11/19/2022 11:43,Good.
azriadi 123,5,11/19/2022 11:27,baik
rina rostiani,5,11/19/2022 11:24,samgat membantu
Ade wahyu safriza,5,11/19/2022 11:05,good
Zadifa Fia,5,11/19/2022 10:24,travelnya keren. cpt sampe...lg mesen tuk pulang..moga selalu kek gini pelayanannya
Lilis Reza,5,11/19/2022 10:05,Sangat membantu aktip fitas sata
Akhid Desukawa,5,11/19/2022 9:46,puas..
Hery Hery,5,11/19/2022 9:36,"Bagus , sangat responsif"
Ferdinand Amandez,5,11/19/2022 9:29,Mantab
tujianto anto,5,11/19/2022 8:51,Semoga selalu lancar
Alfin Boeng,5,11/19/2022 8:37,Jaga privasi orang min
Bruri Ginanjar,5,11/19/2022 7:54,Aman dan cepat
Iswanto,5,11/19/2022 7:35,good
Arif Widodo,5,11/19/2022 7:29,nyaman
Agus Saputra,2,11/19/2022 7:27,bagus
foer halawa,5,11/19/2022 7:08,mantap
Indhy Pettalolo,5,11/19/2022 6:57,sangat memuaskan
09 predator,5,11/19/2022 6:44,ok
Muhammad Muslim,5,11/19/2022 6:35,bgus
Arya Anugrah,1,11/19/2022 6:26,Gak bisa daftar pakai Forwad Email. Jika gak bisa daftar pakai email2 sejenis itu berarti ada yg salah dg kebijakan privacy perusahaannya. Thanks.
Wawan Pasmadi,5,11/19/2022 6:03,"sangat membatu, perjalanan traveling dan kerja"
feri nob,5,11/19/2022 5:24,baik
Nur Ali,4,11/19/2022 5:22,Sangat mudah
rachman hermansyah,5,11/19/2022 5:18,oookkk
dani antariksa,5,11/19/2022 4:51,ok
Firmansyah Firman,5,11/19/2022 4:23,ok
Heri Supriyanto,5,11/19/2022 4:07,👌👌👌👌👌
Nunu shafa,5,11/19/2022 3:52,pokoknya Traveloka terbaik dan tercepat serta terpercaya ♥️♥️♥️
Ahmad Zulkarnain,1,11/19/2022 3:42,"Traveloka gk jelas, saya sudah ngirim bukti pembayaran tapi status sesi berakhir karena tidak ada respon, padahal sudah 2 kali saya mengirim bukti pembayaran, dan setelah di konfirmasi suruh nunggu sejam lagi dan makin gk jelas lagi, jadi bagaimana ganti Rugi atas transaksi sya ini"
Eskha 26,5,11/19/2022 3:35,mantap
Nur Diono,5,11/19/2022 3:22,oke bgt
yusuf thalib,1,11/19/2022 3:18,Aplikasi gak guna... Gak ada promo apapun jauh lebih murah di aplikasi lainnya lebih jelas promo2nya di bandingkan Traveloka.. auto uninstall
Nurdianto Achmad,5,11/19/2022 3:12,ok
Ragil Nurana,1,11/19/2022 3:01,Kok apknya ga bisa di instal..padahal udah 100% instal tapi suruh instal lagi
Nur Sya,5,11/19/2022 2:57,"baik ,mudah terpercaya"
Kurnia Pujiati (magenta),5,11/19/2022 2:13,✈👍
Psycocinta Cinta,5,11/19/2022 1:32,membantu bgt
Ahmadromansyah93 Romans yah,5,11/19/2022 1:26,ok
Lisna Wati,5,11/19/2022 0:56,mantap
Nurdin Rifai,5,11/18/2022 23:04,Kebencian ceo traveloka pd islam padahal kami membesarkannya. Kami sekeluarga memboikot traveloka!
Juli Ambarwati,5,11/18/2022 22:32,"sgt membantu. disaat jadwal padat. psn tiket tetap didapat. tdk kuatir,pasti berangkat. dgn cpt &selamat."
Aqsis Ayra,5,11/18/2022 22:30,9klOp
Ibnu Suyana,4,11/18/2022 19:10,"cepat, mantab"
Noldy Tawaang,5,11/18/2022 15:56,sangat bermanfaat
novie diana,5,11/18/2022 15:34,top
Srinathasya Sitepu,3,11/18/2022 15:08,proses lama
Arya Dirga,5,11/18/2022 14:50,Cepat dan mudah.
ranti jumiarni,5,11/18/2022 14:36,"Mudah, akurat, dan cepat"
agus teguh yuwono,5,11/18/2022 14:31,"mantab, cepat...banyak pilihan"
adjie widjaya,5,11/18/2022 14:22,Good
Ferdinan Baktiar,1,11/18/2022 14:02,Pergantian nama panggilan bayar😒
Agung Prasetia,5,11/18/2022 13:50,mantap banget.cepat mempermudah pekerjaan kita
Maghfur 062,5,11/18/2022 13:34,istimewa ..cepet banget
Mochamad Zarijahono,5,11/18/2022 13:15,mohon ditingkatkan pelayanan kepada customer yg. lebih baik dan cermat
Dindin Setiawan,5,11/18/2022 13:12,Ok sangat baik tidak ribet mudah untuk semua orang thenk traveloka
Redha Kasmi,5,11/18/2022 13:10,mantap tarveloka
Dann 21,5,11/18/2022 13:09,good
Nella Mentan,5,11/18/2022 13:06,good
Bang Uyung,5,11/18/2022 13:06,Mudah dalam penggunaan aplikasinya& metode pembayaran yang flexibel
Raif Nf,5,11/18/2022 12:09,lengkap
Moh Ari Yudiarto,5,11/18/2022 12:01,ok
Tutut Tutut,5,11/18/2022 11:54,mantap
Nasir R,5,11/18/2022 11:49,"Sangat cepat,mudah,murah dan berkualitas"
Arif Nurrahman,5,11/18/2022 11:42,Pemiliknya rasis
Eko chanel,4,11/18/2022 11:32,sangat membantu dalam proses pembelian
Hendri K,5,11/18/2022 11:21,"Pokoknya Maju terus tambah jaya traveloka, is the best oke👌👌👌👍👍👍"
I Vels U,4,11/18/2022 11:08,ok for now
HASAN BASRI,5,11/18/2022 10:06,Good service-nya
Maulana Musa,1,11/18/2022 9:49,"Traveloka gk usah kerjasama sama OYO dah nyusahin, udh 3x pesan di traveloka dengan properti OYO udh jauh2 pas sampe lokasi pesanan masuk tp unit kamar udh max occupancy."
Hendra Zainal,5,11/18/2022 9:18,trimakasi sangat mudah layanannya Traveloka semakin sukses
Abdul Rochim,5,11/18/2022 9:17,sangat membantu
IWAN AREMA,5,11/18/2022 9:14,good
Fiqry Yanah,5,11/18/2022 9:09,"Aplikasi paling enak untuk booking kereta, apalagi saya yg mobilitas luar kota nya tinggi"
Fani Ardiansyah,1,11/18/2022 9:06,"Bayar selalu tepat waktu....tiba"" limit turun drastis....ga jelas bgt ni traveloka lama""...percuma bayar tepat waktu...."
meutiatriani sdn5,5,11/18/2022 9:02,oke respon sangat cpt
Hardian Muharam syah,1,11/18/2022 7:55,"Masih tetap dengan bintang satu karena laporan ke pihak ojk nya sangat lambat , padahal lunas dari tgl 1 oktober slik ojk udah lewat dari update tgl ojk setiap tgl 12 masih tetap ada data saya di ojk dengan fasilitas aktif dan belum lunas ,ande sehat caturnusa? kalau blm siap secara sistem jangan main"" sama ojk nanti dinonaktifkan Traveloka dari Indonesia mewek lu."
Ranisyah Soraya,5,11/18/2022 7:17,Shiiipppp dahhhh
Hardy Nakers,5,11/18/2022 7:09,sangat mudah dan simple
Tri Endah,5,11/18/2022 7:07,Selalu di permudah dengan Traveloka. Hiburan menjadi menyenangkan. Terima kasih Traveloka untuk selalu Amanah dan memberikan promo-promo menarik.
vega arnanda,5,11/18/2022 6:42,bagus & terpercaya . . .
Tri Yanto,3,11/18/2022 6:40,hebat
Purwo Atmojo se,3,11/18/2022 6:16,naik harganya setelah di klik
Mustamin Hamzah,5,11/18/2022 6:09,Mantullllllll
Tommy sidharta,5,11/18/2022 6:08,praktis dan ekonomis
Verdi Firdaus,1,11/18/2022 6:08,"Kayaknya aplikasi ini GK BERGUNA KETIKA CHECK-IN, KEBANYAKAN GUEST HOUSE, OYO, HOME STAY YANG DI PESAN PETUGAS KARYAWAN/KARWATI TIDAK MENERIMA HARGA PROMO GAK LOGIKA!!! PEMERASAN, HARGA YANG KU DAPET DARI DISKON 67.082 RIBU JADI 150 KARENA ALASAN TIDAK MENERIMA HARGA DISKON 🤣🤣😂😂 MESKIPUN GK SEBERAPA TAPI GAK LOGIKA APA LAGI PELAYANAN YANG GK PROFESSIONAL DI TAMBAH KAMAR NYA BIUH KOTOR GAK RAPI WC BAU, MENDING KALIAN COBA AJA DULU APLIKASINYA HEHE BUAT PENGALAMAN SENDIRI²"
Titin Kurniasih,5,11/18/2022 5:47,aplikasi travel yang oke banget
Nazia Amira,5,11/18/2022 5:26,transaksi apa aj percayakan pada traveloka. traveloka memang top
BAMBANG SUTEJO,5,11/18/2022 5:15,Mantap lancar
Suharsono Tarcicius (Kelik Harsono),1,11/18/2022 4:57,Belibet proses cancelled nya
ACHMAD FAUZI,5,11/18/2022 4:11,Intoleransi
Samsi Wattimena,5,11/18/2022 4:07,"lebih mudah pesan di traveloka, tks"
Raja Sani,5,11/18/2022 3:57,"mantul, macam pulut 👍👍👍👍"
mamih gavriel,5,11/18/2022 3:51,good
Alvino PAVSP.,5,11/18/2022 3:45,ok
Sukono Sukono,5,11/18/2022 3:03,"nice, sangat membantu srmogaa kedepannya banyak diskonan dan promo lagi."
Regina Simbolon,5,11/18/2022 2:42,sangat membantu
Engky Leong,5,11/18/2022 2:38,Mantap
andre hardinata,1,11/18/2022 2:26,Aplikasi Terbuk dan terjelek di dunia playlater di blokir permanen tampak sebab entah dari segi mana menilai buruk....enak pakai tiketcom dari pada aplikasi ni sumpah sangat jelek
Janso Erawan,5,11/18/2022 2:03,mantap...
Adhy 27,5,11/18/2022 1:30,Top
martinn hasibuann,5,11/18/2022 0:01,mhn lebih banyak lgi kerjasama promosi dgn pihak hotel krn terkadang jika sy memesan lgsg dgn pihak hotel bisa dpt harga yg lebih murah. tks
yusi juniarti,5,11/17/2022 22:08,user friendly
Nia Dachmann,5,11/17/2022 21:42,memudahkan dan bikin nyaman setiap perjalanan
TRI PANJI PAMUNGKAS,2,11/17/2022 18:56,"Traveloka masih payah, untuk pembayaran ini itu, belum semudah Tokopedia, sudah lengser aja ke gojek , biar makin maju"
Dwi Prasetyo (Pras),5,11/17/2022 17:50,Mempermudah pencarian penerbangan dan tempat menginap
Budi Santoso,5,11/17/2022 17:11,lebih mudah dan praktis menggunakan traveloka.semoga ada kejutan buat pengguna setia biar tambah semangat pesen tiketnya
Boedi Mulyanov,5,11/17/2022 14:39,harga pesawat dibandingkan dengan aplikasi lainnya lebih murah... good
Linda Yuyun,5,11/17/2022 14:07,Sangat membantu Terima kasih traveloka
Al El,5,11/17/2022 14:01,memuaskan
Melankton Ralendesang,5,11/17/2022 13:58,good
Hafid Nasir,5,11/17/2022 13:37,mudah digunakan dan sangat membantu perjalanan
fafel mmlllpk,5,11/17/2022 12:46,sangat memuaskan
Leni Oppo,5,11/17/2022 12:43,Ok
Alfindra Alfindra,5,11/17/2022 11:56,baik
Solihin Peratama,4,11/17/2022 11:49,jos
Arie TV,5,11/17/2022 11:35,nice
Lizha Luthfiaini,2,11/17/2022 11:09,Pengalaman yg tidak menyenangkan untuk perjalanan menggunakan pesawat dimohon traveloka utk tidak seenaknya mengubah jam penerbangan mohon disampaikan keklien maskapai lion air
Diana ianYan,1,11/17/2022 11:07,Saya baru 3bln pake traveloka dan sekarang pembayaran ke 3 jauh dari kata jatuh tempo.tpi kenap virtual nomer saya jdi 0.?padahal saya gk pernah telat bayar loh.?gunanya d mna ini apk.?klo kya gini mah mending uninstal.jngn donwnload lah cumah..😥
Harry Novela,5,11/17/2022 10:51,sangat membantu pemesanan tiket pesawat dan hotel
Sugeng Riyanto,1,11/17/2022 10:34,Jelek
Suryo Susanto,5,11/17/2022 9:18,Bosnya ANTI KEBINEKAAN & ANTI PANCASILA....tidak menghargai hasil demokrasi!!!!!!!
WRD GAMING WRS,5,11/17/2022 8:15,Sangatlah bagus
sonnia soviani,3,11/17/2022 7:40,Kenapa skrg udh gk ada lg ya traveloka eats nya? Skrg cm ada info2 seputar oleh2 saja yg pdhl cari di google jg bisa ☹️
ilham one dream,5,11/17/2022 7:14,sangat memuaskan
Nhs_Medan Marelan,5,11/17/2022 7:05,Bismillah semakin jaya
Nur Choirul,4,11/17/2022 7:03,baik
Hannan Hahawa,5,11/17/2022 6:37,mantap
Abdur Rofik,5,11/17/2022 6:28,bsgus
Sari Stefany,1,11/17/2022 6:27,"Mau daftar pay latter... Setiap mau liat kode otp di email, mau isi kode nya, di pendaftaran pay latter, dari awal trs.. Bolak balik gituuu trs... Ga profesional.. Udh capek2 isi data2, foto KTP, foto diri,ga bs isi kode otp nya..."
Dewi Saudah,5,11/17/2022 6:13,👍👍👍
Andi Ramli,5,11/17/2022 6:02,baguss
aulia wijaya,5,11/17/2022 5:50,"Makin mudah beli tiket, lebih simple"
Haidir Ali,3,11/17/2022 5:03,sangat membantu
Simin Smile,3,11/17/2022 4:45,ok
erwan erawan,5,11/17/2022 3:47,bagus
Ikbal Muhammad,4,11/17/2022 3:38,good
jefflim lim,5,11/17/2022 3:15,Great 👍
Bun Meiling,1,11/17/2022 2:57,saya kasih bintang satu aja dulu..playternya ditolak padahal data sudah benar..tolong ya dijaga data saya..saya tidak bertanggung jawab kalo ada hal yang tidak diinginkan..karena saya tidak ada limit playternya
ady setiady,5,11/17/2022 2:54,semoga lancar
Hera Hera,3,11/17/2022 2:48,sering kena tipu..
jay kusuma,5,11/17/2022 2:03,Nice
Amira Mira,5,11/17/2022 1:06,memuaskan 😍
Reski Ronaldi,5,11/17/2022 1:03,mudah
Evy Darwis,1,11/17/2022 0:53,Aku jujur belum pernah mengunakan
yuliatin,4,11/16/2022 23:41,👌
Dwijayanti Akun,5,11/16/2022 23:18,Sangat membantu
Arifin Alamsyah,4,11/16/2022 22:35,mantap
Fathiyah Bin thalib,5,11/16/2022 22:32,mantap
Sunarto Sunarto,5,11/16/2022 21:31,cepat praktis
Endah Kusumawati,5,11/16/2022 17:34,boleh usul bisa ga pake kode misal penumpang sebelahny terisi laki atau perempuan.biar lebih nyaman
ayub suherman,1,11/16/2022 16:52,"apk busuk,,pencuri data"
Indahjaya Indah,5,11/16/2022 16:42,Sangat cocok untuk saya
Dimas Nina,5,11/16/2022 16:15,alhamdulillah dimudahkan
Zamzam Zamzam,1,11/16/2022 16:10,Ku beri bintang 1 aja dlu ah takut ga bsa on
Strike Freedom,1,11/16/2022 15:56,"Paylater g bsa d gunakan padahal beberapa bulan kmren masih bsa alasan kebijakan, kebijakan macam apa"
Andus Lasa,1,11/16/2022 15:55,"Mahal,"
Nurul Arifin,3,11/16/2022 15:25,3 bintang dulu
Soker Reza24,5,11/16/2022 15:20,sangat baik dan banyak memberi kemudahan
Danang Satriya,1,11/16/2022 14:50,Saya problem pembelian tiket. Saya apply tiket tujuan Balikpapan ke Surabaya u/ 18 November 2022 pukul 12:55. Setelah saya bayar dan etiket terbit jadwal penerbangan jd pukul 18:55. Padahal saya sudah sesuaikan dengan jadwal pekerjaan saya. Saya sangat terganggu dan merasa tdk puas pelayanan traveloka. Padahal saya berlanggan sudah sejak 2014 dan rutin selalu beli ticket minimal setahun 2xl PP. Saya sudah kirim laporan ketidakpuasan pelanggan tetapi respon juga sangat tidak solutif.
Novita Sari,5,11/16/2022 14:27,Sngat membantu holiday saya tapi belum pernah dapet kupon wkwk selama memakai traveloka
Selfester gitu lho,5,11/16/2022 14:25,ok
Sabri i,5,11/16/2022 14:11,ol
Burhan Aja,5,11/16/2022 13:53,sangat membantu
muchammad iqbal,5,11/16/2022 13:51,layanan bagus
IRFAN MANIHURUK,5,11/16/2022 13:24,Jip tikm
Ali Tofani,1,11/16/2022 13:23,Masa tiket kereta kebumen kelas Economi 400 ribu
I Gst A. Dan Krisna,1,11/16/2022 12:34,Kebanyakan updatenya
OSING ONARA,5,11/16/2022 12:34,"Mau Simple , Traveloka aja yukk"
Dewi Aminah,1,11/16/2022 12:09,"Sangat kecewa,refund status proses SDH 4 hari uang blm balik ."
Alfath fishing,5,11/16/2022 12:06,sangat bagus
Romiman Lase Romi,1,11/16/2022 12:05,Sangat sangat buruk sekali dalam pengembalian uang/refund . Bagaimana tidak no rekening sudah benar katanya tidak sesuai dengan yang diinginkan+lagi potongan besar sekali dari harga tiket 1.292.618 dapat uang kembali 796.718 . Proses nya lagi lama 90 hari . Sampai sekarang refund nya belum juga di kirim2
Udin Hairudin,5,11/16/2022 10:32,pemesanan tiket dan hotel jadi lebih mudah dan praktis
Adhy Sudarmadi,5,11/16/2022 10:29,sangat puas pakai trveloka
Robert Liong,5,11/16/2022 10:13,62scmm7 kita tak ingin kee7
Pengguna Google,5,11/16/2022 9:58,P A Y A H
dede sipayung,5,11/16/2022 9:37,Nice
Adi Bayu,5,11/16/2022 9:23,Awal download aplikasi ini belum pernah mengecewakan saya. Saya selalu beli tiket melalui Traveloka saat pulkam ataupun balik ketempat kerja lg dan tidak pernah berkendala. Rekomended buat kuli semacam saya👍
Nurul Sajidah,5,11/16/2022 8:41,Gl.
Sahidin Idin,5,11/16/2022 8:37,Kenapa traveloka sekarang hanya mengeluwarkan harga tiket yang mahal2 bener
Tepunk,5,11/16/2022 8:02,ok
Eva Suryawardani,5,11/16/2022 7:31,"tq traveloka, aplikasi yang sangat membantu sekali"
Ahkmad Farel Fadillah,5,11/16/2022 6:05,terbaik
Farah Andini,3,11/16/2022 5:54,poin dan kupon gak bisa dipakai
Dhea Syafrilia,5,11/16/2022 5:37,sangat membantu sekali
Roma Pita,5,11/16/2022 4:10,good
Mr. Firdaus Nurul,5,11/16/2022 4:07,"Aplikasi bagus untuk pencarian kebutuhan kita. Saran sih kalo mau listing bisa di inspeksi dulu, supaya bisa terlihat perbedaan antara foto dengan keadaan sebenarnya. Terus berkembang dan tetap semangat"
Nada Collect,5,11/16/2022 3:17,okokok
Agus Agus,4,11/16/2022 3:04,jooos
Muh Afdhal,5,11/16/2022 3:02,mantappp
Yusuf Syah putra,5,11/16/2022 2:59,sangat membantu
yuni fitriyani,5,11/16/2022 2:09,Ok
Muhammad Gazali,5,11/16/2022 1:55,Excellent!
Ita Rosmiati HauraLathifa,5,11/16/2022 1:32,cepat gak ribet
rena nisywan,5,11/16/2022 1:29,baikkk
porseda risman,5,11/16/2022 0:56,excellent
Sun Naryo,1,11/16/2022 0:14,ok
Zzein Family,4,11/16/2022 0:05,voucher cc nya pada habis
mohamad azhar,5,11/15/2022 23:07,Sangat membantu
Zpica Soukotta,5,11/15/2022 22:57,Good
Eny Purwandari,5,11/15/2022 22:27,Hadirnya traveloka sangat membantu
Muhammad Arda,1,11/15/2022 22:19,Apk jelek masak pesen tiket kereta api mahal amat
Faiz Yusky,5,11/15/2022 21:28,"prosedur pemesanannya mudah dan praktis, sayangnya reschedulenya mbulet & susah"
Radar Borneo News,5,11/15/2022 21:08,OPPO hebat
asmawati zainuddin,4,11/15/2022 20:43,"sangat membantu perjalanan saya, terima kasih Traveloka.."
Abraham Nathanael Cahyo utomo,5,11/15/2022 16:34,Mantap banget
Raden 69 Agustiar,5,11/15/2022 16:06,sangat bermanfaat
aris munthe,5,11/15/2022 16:03,Oke punya
Deni Ibrahim,5,11/15/2022 15:41,oklah
Fernando Nainggolan,5,11/15/2022 15:31,mantap betul
sodli Doank,5,11/15/2022 15:30,baru nyoba tapi semoga saja lancar
Nasrol Nasrol,2,11/15/2022 15:25,Pilem dewasa lasung telanjang main
