"","klasifikasi","score","text"
"1555","Netral",0,"aasi bapuk"
"1556","Netral",0,"mantap"
"1557","Netral",0,"  mudah   jemedb"
"1558","Positif",1,"pilihan metode ayaran   gam   gak   atm"
"1559","Netral",0,"traveloka    ue  gak  bukti nya   beli  gak  beli traveloka gak "
"1560","Netral",0,"  suka tereveloka   membantu tonget"
"1561","Netral",0,"ok"
"1562","Netral",0,"goood"
"1563","Netral",0,"fitur xence traveloka   berguna  nyari temwisata tinggal cari wahana terdekat  langsung beli tiketnya chakeeeuedbab"
"1564","Positif",2,"teraya pelayanan  bagus cedalam menyelesaikan asalahan"
"1565","Netral",0,"oke boss"
"1566","Positif",1,"bagus"
"1567","Netral",0,"kenaalau reschedule bagasi  hilang"
"1568","Positif",1,"aerfavorit  sekeluargayang  setia menemani  aktifitas    hotelmakananatraksi    lagipokoknya suka banget   cintasaranghae traveloka"
"1569","Negatif",-2,"ta emang n bus  traveloka nggk   refund rugi  kalo        coba  aasi  nggk  mementingkan  cukkk"
"1570","Negatif",-2,"ngajuin eter nya dah seminggu ga brubh setatus nyamulai  ni tanggal   haaya dah ga ngareugi"
"1571","Positif",1,"bagus"
"1572","Positif",1," memudahkan mobilitas"
"1573","Netral",0,"good ap"
"1574","Negatif",-1,"  coba  ya mudah oke n tiket traveloka"
"1575","Positif",1,"untung  udah kenal traveloka     membantu  alanan travelling keliling wisata bareng keluarga"
"1576","Netral",0,"cukumbantu  mantap "
"1577","Netral",0,"great acation thanks"
"1578","Netral",0,"bgus"
"1579","Netral",0,"udah alanan"
"1580","Netral",0,"terimakasi "
"1581","Positif",1,"cepat"
"1582","Netral",0," very easy destination i hoxciting traveling acomodasi "
"1583","Netral",0," membantu"
"1584","Netral",0,"ok  membantu"
"1585","Netral",0,"  kecewa  rescundlenya   uang    kembalikanharus nunggu  "
"1586","Positif",2,"beli tiket travel bandung jakarta i aasi traveloka  memilih lokasi  travel yg cocok  kebutuhan "
"1587","Netral",0,"solusi mencari hotel  cedan tis"
"1588","Positif",1,"bagus  ce"
"1589","Netral",0,"pas  wisata i deh  cari teminai aasi traveloka mudah hannya   membantu banget"
"1590","Netral",0,"alumni bintang  nih  kecewa gegara ca  yg bertahun dikuman  order eats dicancel si driver alhasil    angus kaga dibalikin"
"1591","Netral",0,"ok"
"1592","Negatif",-1," membatu   berian  mencari inapan"
"1593","Negatif",-2,"susah cari bus nya ndah bekali kali ngak "
"1594","Negatif",-1,"kacau gak  eritahuhanya"
"1595","Netral",0,"trimakasih"
"1596","Positif",1,"diskonnya banyaaaaaaaaak banget sambingung h   "
"1597","Positif",1,"mudah banget booking hotel"
"1598","Netral",0,"ani nurhayani  fariz"
"1599","Netral",0,"kecewagak   ajuan ater d tolak  liat historyyg  aja instal d acchaaja aasi beralih  yg  "
"1600","Positif",1,"semoga amanah "
"1601","Positif",1,"memudahkan  adwalan alanan"
"1602","Positif",2,"aasi terbaik memudahkan alanan  liburan  sekeluarga"
"1603","Positif",1,"beli ticket masuk ancol   temwahana    traveloka  mudah  ceharganya  discount"
"1604","Positif",1,"bagus"
"1605","Negatif",-1," kecewa terhadaaveloka ajuan refund  tgl  februari  samskrg blm  kembalikanditransfer"
"1606","Netral",0," disuruh bayar cicilan  nan  dibatalkan"
"1607","Positif",1,"mantagus  amanah"
"1608","Netral",0,"mantaap"
"1609","Positif",1,"bagus"
"1610","Netral",0,"mantap"
"1611","Positif",1,"memudahkan  n hotel  aasi"
"1612","Positif",1,"mantamoga  sukses"
"1613","Netral",0," "
"1614","Netral",0,"top bgt"
"1615","Netral",0,"mantap"
"1616","Netral",0,"jjl"
"1617","Netral",0,"ok"
"1618","Netral",0,"good"
"1619","Netral",0,"the best"
"1620","Netral",0,"  n bus tiketnya    doang sih"
"1621","Netral",0,"kecewa  seminggu   n tiket  dihari  refund karna  ganti jadwal  jt  dajt  sih kebijakan maskayaa   beda maskajuga tauma beda beraam aja   bangett gitu ngannya ehh   muncul notif traveloka  bilang  uang   tiket rbanganmu refund cetanambahan biaya sd    keberangkatan herannn"
"1622","Positif",1,"  maskatidak bayar  reschedule taari traveloka  biaya tambahan walautidak "
"1623","Netral",0,"nice"
"1624","Positif",2,"es cepat"
"1625","Netral",0," kudiskon aja hehe"
"1626","Netral",0,"mantap"
"1627","Netral",0,"ah traveloka atter skrg  bs   eat delivery"
"1628","Positif",1,"bagus"
"1629","Netral",0," mudah"
"1630","Netral",0," coba"
"1631","Netral",0,"ok"
"1632","Netral",0,"good"
"1633","Netral",0,"oke bgt"
"1634","Netral",0,"eo"
"1635","Positif",1,"super"
"1636","Netral",0,"yesss manta"
"1637","Netral",0,"nice"
"1638","Netral",0,"  kemana nggak binggung "
"1639","Netral",0,"udah langganan bgt  traveloka samsekarang good bgt yanan nya gak  kendala  secintaa   aatu  "
"1640","Netral",0," memuaskan  mantaabe"
"1641","Netral",0,"tis kemana aja  traveloka"
"1642","Netral",0,"tingkatkan onya "
"1643","Netral",0," membantu     traveller"
"1644","Netral",0,"mahal gak  diskon"
"1645","Netral",0," milih i traveloka  nyamannya sih simdan   "
"1646","Netral",0,"makasih"
"1647","Netral",0,"z"
"1648","Positif",1,"udah   i traveloka   nyaman i    gam urusan refund aja simtinggal sat set langsung   nggak u reina  thanks "
"1649","Positif",3,"bintang   kenyamanan  keamanannya terbaik"
"1650","Positif",1,"  temen setiaku   ngebantu   en healing kemana luv  banget deh knya  traveloka"
"1651","Positif",2,"pelayanan  bagus  maksimal bikin   i aasi traveloka"
"1652","Netral",0," membantu"
"1653","Negatif",-1,"kenaarga d ama byar lngsung bedakdang  sdah bo cek in lngsung kta ya   bo  nama "
"1654","Netral",0,"sngt mmbntu"
"1655","Netral",0," terbantu  aasi  semoga     "
"1656","Netral",0,"ceudah"
"1657","Positif",2,"terima kasih traveloka melayani setiaat"
"1658","Netral",0," n tiket   membatalkan refund nya kena biaya  duit dtransfer  memuaskangiliran bayar full giliran batal  ng"
"1659","Netral",0,"memudah mencari tiket   "
"1660","Positif",1,"yanan  bagus"
"1661","Netral",0,"mantalikasi yg  membantu aktivitas"
"1662","Netral",0,"mantap"
"1663","Positif",1,"mudah  cepat"
"1664","Netral",0,""
"1665","Netral",0,""
"1666","Netral",0,"kenaaya  n tiket kai   "
"1667","Positif",1,"terbaik"
"1668","Netral",0,"ok"
"1669","Negatif",-1,"  suka aasi nya mudah  usaha     tiket kaagar  mudah lgi  usaha sambilan"
"1670","Positif",2,"fiturfiturnya  sesimbisa ngelist harga tiket wat   termurah bikin gue  ang diskon  terbantu tabik "
"1671","Negatif",-1,"kenaekarang   n travel  susah  muncul sistem  diaiki why"
"1672","Netral",0,"top"
"1673","Netral",0,"ok"
"1674","Netral",0,"good"
"1675","Netral",0,"teraya"
"1676","Netral",0,"mantap"
"1677","Netral",0," i traveloka    diulit  urusan n hotel  tiket wat berguna      beian  alanan bisnis"
"1678","Netral",0,"ok"
"1679","Positif",1," meningkatkan layanan  segenalanggan digital"
"1680","Positif",6,"pelayan luarbiasa keamanan terjamin   diahankan harga relatif bagus terima kasih sukses  tuhan memberkati"
"1681","Positif",1,"travelola emang manta memudahkan alanan  liburan keluarga "
"1682","Netral",0,"ayaran  lunas  surat lunas  ditangan  kenae ojk nya telat"
"1683","Netral",0," menghemat "
"1684","Positif",2," traveloka travelling jd mudah terima kasih traveloka"
"1685","Positif",1,"bagus "
"1686","Netral",0," aja han tiket wat  "
"1687","Negatif",-1,"ya g lte "
"1688","Netral",0,"good"
"1689","Positif",2,"keren banget"
"1690","Netral",0,""
"1691","Positif",1,"bagus"
"1692","Netral",0,""
"1693","Positif",1,"lumayan "
"1694","Positif",1,"  cemudah  aman"
"1695","Netral",0,"excellent service"
"1696","Positif",2,"  bagus aasiny  akun  emi covid tdk d i  skrng  d i kmbli     hilang   email  no h d    terverifikasi   memuaskan"
"1697","Netral",0,"gak  masukan alamat  ater"
"1698","Positif",1,"lumayan"
"1699","Netral",0,"cemudah yananya"
"1700","Positif",1,"bagus  membantu"
"1701","Netral",0,"manthap"
"1702","Netral",0," suka  gam"
"1703","Netral",0,"kmna  gam"
"1704","Netral",0,""
"1705","Positif",1,"salah  aasi terbaik    hp gue  sungkem  it sutnya  keren "
"1706","Positif",1,"terbaik traveloka"
"1707","Positif",3,"pilihan hotelnya  banget   h hotel  sesuai budget   terjangkau"
"1708","Netral",0,"good"
"1709","Netral",0,"traveloka mantaaoke"
"1710","Netral",0,"mudah"
"1711","Netral",0,"sangaat membantu"
"1712","Netral",0," membantu  alanan"
"1713","Netral",0,"mantap"
"1714","Netral",0,"traveloka mantan  membantu"
"1715","Netral",0,"coba"
"1716","Negatif",-3,"kecewa berat  aasi  bner kecewa es     seengguna  sehari  da   eats delivery nya   lambat nganannya    siaat layanan  makanminum    mending tutuh layanannya"
"1717","Negatif",-3," kesulitan mendaftar ater  isi alamat  tekan selesai   respon"
"1718","Netral",0,""
"1719","Netral",0,"good app"
"1720","Netral",0,"excellent"
"1721","Positif",1,"nyaman i traveloka  ayarannya mudah   han metode ayarannya transaksi  cedan sim "
"1722","Positif",1,"terma kasih travelokadengan  etter sangant membantu"
"1723","Netral",0,"mantap"
"1724","Positif",1," n tiket bis jakartajambi fasilitas  tertera  aasi  sesuai  bis   naiki  aasi tertera usb charging  ruang merokok tetaas   bis nya     sesuai  fasilitas  tertera  aasi"
"1725","Negatif",-1," ngajuin ater ribet "
"1726","Netral",0," kemana    mudah"
"1727","Netral",0,"nice uiux navigasinya gam mudah dicari  dijangkau kee u"
"1728","Positif",2,"udah ham  i traveloka  kesamn bikin review  urusan kenyamanan traveloka nggak  diraguin thank you "
"1729","Netral",0,"install traveloka   o  diskon "
"1730","Netral",0,"traveloka  ok"
"1731","Negatif",-1,"alat modren"
"1732","Positif",1,"bagus ngebantu "
"1733","Netral",0,"mantap"
"1734","Netral",0,"you good"
"1735","Netral",0,"good"
"1736","Netral",0,"mantap"
"1737","Negatif",-1,"aasi traveloka  mantaat n tiket  keliling  sillaturahim  rumah saudara  "
"1738","Negatif",-1,"iklan    mengganggu"
"1739","Netral",0,"ce  han nya"
"1740","Positif",1,"memudahkan utk beian kemana"
"1741","Netral",0,"   traveloka bintang  kemarin   turunkan    mengajukan ater taitolak    keterangan  elasan an thanks  traveloka   cari aasi tetangga  "
"1742","Netral",0,""
"1743","Positif",1,"refund atalan hamsebulan  uang blm    cs  slalu  ulur trimakasih traveloka"
"1744","Negatif",-1,"daftar later susah bgt menyelesaikan tahaaja ga "
"1745","Netral",0,"soo good so easy so confidence so savely"
"1746","Netral",0,"semoga  a  yanan"
"1747","Netral",0,"mantap"
"1748","Netral",0,"ok"
"1749","Positif",1," memudahkan  h akomodasi   liburan maudinas  kota"
"1750","Positif",1,"sukses sll  ttanah y"
"1751","Netral",0," tis"
"1752","Netral",0,""
"1753","Negatif",-1,"halo admin   keamanan  aternya gagal  mohon bantuannya"
"1754","Netral",0,"nice"
"1755","Netral",0,"mantak "
"1756","Netral",0,"good job traveloka"
"1757","Netral",0,"manteeeh traveloka "
"1758","Netral",0," membantu  alanan "
"1759","Positif",1,"keren"
"1760","Netral",0,"tonget"
"1761","Positif",1,"memudahkan"
"1762","Negatif",-2,"  kecewa  yanan traveloka agi customer service  lelet   bertanggungjawab  kali  kecewa "
"1763","Netral",0,"   dii utk elian tiket"
"1764","Netral",0,"udahlah un instal aja aasi traveloka  haalian aasi ng gak konsisten  bisnis online najis"
"1765","Netral",0,"good"
"1766","Netral",0,"cedan mudah"
"1767","Netral",0," aasi river saldo  udah  dn canarik   transfer  rekening driver  traveloka aasi encuri kalo    aasi  "
"1768","Netral",0,"semoga dll zc mk y hh nya d ggbl"
"1769","Positif",1,"terbaik"
"1770","Negatif",-1,"pesan tiket wat ga "
"1771","Positif",1,"mudah banget"
"1772","Netral",0,"thebest"
"1773","Netral",0,"good aation"
"1774","Netral",0,"mudah   dimengerti"
"1775","Negatif",-1," kecewa  limit   nol   bayar  ah telat  ontime  sei  terhadastomer  beli  dr traveloka  sei  hasilnya"
"1776","Netral",0,"aasi nda "
"1777","Negatif",-3,"setiaya  chat cs traveloka  diabaikan   terselesaikan  tanaya mengeluarkan keluhan sayasaya   mengajukan refund karna k traveloka yg mengabaikan chat sayabuang uang "
"1778","Netral",0,"mantap"
"1779","Netral",0,"gooooood"
"1780","Netral",0,"good job"
"1781","Netral",0," "
"1782","Netral",0,"  udahkan lg kayak tbah ok"
"1783","Netral",0," la memakai traveloka  mudah "
"1784","Netral",0,"oke"
"1785","Negatif",-1,"bermasalah"
"1786","Netral",0," memuaskan"
"1787","Netral",0,"aslamualaikum kak kenaenu ater sy   sat nentuin lokasi gk   et mohon  aiki "
"1788","Netral",0," berguna"
"1789","Netral",0,"ok"
"1790","Netral",0,"ok"
"1791","Netral",0,"nice"
"1792","Netral",0,"cukudah   hannya"
"1793","Positif",1,"layanan cetraveloka keren"
"1794","Negatif",-1," kecewa  ani mengajukan ater   setujui tolong hadata sya tkut  slah gunkan  sya  unstal  atw hani krna mengecewakn"
"1795","Netral",0,"o voucher nya gk  dii"
"1796","Netral",0,"cukumudahkan"
"1797","Netral",0,"kerenmudah n tiket mudah  reschedule"
"1798","Netral",0,"sesimitu mesen tiket"
"1799","Negatif",-1,"kaada esale  ya"
"1800","Netral",0,"mantap"
"1801","Netral",0,"mantap"
"1802","Netral",0,"mantap"
"1803","Netral",0,"udah  minggu verifikasi ater gk kelar kelarh  travelokasangat  h"
"1804","Netral",0,""
"1805","Netral",0,"tingkatkan yanannya "
"1806","Positif",1,"memudahkan"
"1807","Positif",1," es instalnya"
"1808","Netral",0,"cedan "
"1809","Netral",0,"mantap"
"1810","Netral",0,"mantap"
"1811","Netral",0,"rescedan mudah gunaan aasinya trimakasih traveloka"
"1812","Negatif",-2,"dasar aasi sialan jgn ah beli  metode bayar ditemwalaukalian  bayar ditemkalian teta tagih  kartu kredit kalaukonfirmasi  cs es elesaiannya ribet memakan  berbulan  makan tu uang   haramkan semoga cebangkrut  aasi"
"1813","Netral",0,"ok"
"1814","Positif",1,"tis  cepat"
"1815","Negatif",-1,"kecewa bgt  traveloka n tiket bus jktbali  sy samterminal  gebang agen bus nya tutuang tiket yg sdh sy transfer "
"1816","Positif",1," mudah  cepat"
"1817","Positif",2," n tiket  traveloka aasi samsaya refund  kartu kredit taagihan  berkurang  refund sesuai keterangan  tertera  hotel tsb   jangka  batas ajuan refund  tusan kebijakan  sek   esional  agen tiket wat  hotel kalo   kasih bintang "
"1818","Netral",0,"is the best"
"1819","Positif",1,"lumayan"
"1820","Netral",0,"mantafff"
"1821","Positif",1,"keren traveloka"
"1822","Netral",0,"memudah sanan alanan"
"1823","Positif",1,"keren    menonton"
"1824","Netral",0,"mantap"
"1825","Netral",0,"harganya i  no tiipu"
"1826","Positif",1,"keren"
"1827","Netral",0,"memuaskan"
"1828","Negatif",-1,"manta ribet  beli tiket wat"
"1829","Netral",0,"nice"
"1830","Netral",0,"murah  mudah  beian kemana"
"1831","Netral",0,"good"
"1832","Netral",0," "
"1833","Netral",0," membantu "
"1834","Netral",0,"tiket    terkirim  email   terbayar"
"1835","Netral",0," o  yanan cukumuaskan"
"1836","Netral",0,"bgussss skx traveloka"
"1837","Netral",0,"oklah"
"1838","Netral",0,"cukuik"
"1839","Netral",0,"cedan gam"
"1840","Positif",1,"memudahkan"
"1841","Netral",0,"good"
"1842","Positif",1," bagus"
"1843","Netral",0,"mantap"
"1844","Netral",0,"nice acation thanks traveloka"
"1845","Netral",0,"sim"
"1846","Netral",0,""
"1847","Positif",1,"mudah aman"
"1848","Netral",0,"mantaf"
"1849","Netral",0,""
"1850","Netral",0,"tis"
"1851","Netral",0,"good"
"1852","Netral",0,"t"
"1853","Netral",0,"payah menu eatnya  sendnya  gak "
"1854","Netral",0," buggy ewqqd wq"
"1855","Positif",1," bermanfaat jg utk byr k"
"1856","Netral",0,"recom"
"1857","Netral",0,"cukuik"
"1858","Netral",0,"cedan mudah"
"1859","Netral",0,"ok"
"1860","Netral",0,"ok"
"1861","Positif",1,"aasi bermanfaat"
"1862","Positif",1," bagus"
"1863","Netral",0,"mantaaaap"
"1864","Positif",1,"kenaengajuan atter card sdah  mggu lbih blm  es yah"
"1865","Positif",1,"memudahkan"
"1866","Positif",1,"memudahkan"
"1867","Netral",0,"kalo  jangka  ayaran  angkan jgn   jam"
"1868","Positif",1,"mudah  cepat"
"1869","Negatif",-1,"jgn i aasi    rbangan  jakarta dibatalkan  maskaini bayar nya cash loh   tambahan dana  ribu udah rugi   rugi uang  sehat traveloka mending jgm i  aikasi  ga  sutnya     "
"1870","Netral",0,"elian tiket yg  tis"
"1871","Netral",0,"traveloka"
"1872","Netral",0,"mantap"
"1873","Netral",0,"ok"
"1874","Netral",0,"membantu "
"1875","Netral",0,"om"
"1876","Positif",1,"beli tiket bis bertele tele ditunggu  banget tau nya refund tolong  aiki kualitasnya alanan  jdi tertunda"
"1877","Netral",0,"easy and enjoy"
"1878","Netral",0," mudah  tertolong"
"1879","Netral",0,"oke"
"1880","Netral",0,"cetemudah"
"1881","Negatif",-1,"aasi jelek"
"1882","Netral",0,"bagusss"
"1883","Negatif",-1,"buruk "
"1884","Netral",0,"semalam  to saldo  travelokacuma samsaat  saldo  bertambahsaya coba menghubungi customer service traveloka   lemke cs uangku mohon  solusinya "
"1885","Positif",1,"aasinya bagus    mendakan ajarin "
"1886","Netral",0,"ggod"
"1887","Positif",1,"registrasinya sulit banget uninstal aja deh"
"1888","Netral",0,"bad aances"
"1889","Positif",1,"sy doucher  traveloka tk   samvoucher habis kadaluarsanya tdk  ngasih solusi dg msl nya   dii t makai jg gak dikasih tauh deh hilang  aja voucher "
"1890","Netral",0,"jozz"
"1891","Netral",0,""
"1892","Netral",0,"membantu"
"1893","Netral",0,"paylater nya       gak ah telat bayar  aneh nya ater nya      taelalu danotifikasi o ater"
"1894","Positif",1,"booking hotel kesalahan   ah hotel    sesuai kemauan"
"1895","Positif",1," bagus  alanan keliling dunia"
"1896","Netral",0,"skor ater  turun    kenaibilang    aktivitas aterjelas   baca  syarat  ketentuannya     menyebabkan skor turun  ayaran terlambat kredit       memesan alanan  mendadaktidak        aktivitas ater  menyebabkan skor turun sungguh mengecewakan aang disaman  sesuai"
"1897","Negatif",-2,"kualitas akasinya jelek slain  default check tambahan fitur booking  ga butuh   tanggalan default   kl ga teliti checkin  d tanggal yg   ta tanggal   buka akasi  korbannya ga  refund ga bs reschedule ratusan ribu nguaa jd udah  uninstal sih akasinya mendingan  akasi tetangga  ramah kaian nyabye traveloka"
"1898","Netral",0,"mantap"
"1899","Positif",3," traveloka bagus samsy kasih bintang      parah systemnya  bln refund dana blum  cair dikemanakan dananya yaa"
"1900","Netral",0," membantu"
"1901","Netral",0,"good girl"
"1902","Netral",0,"aasinya mudah  mantallll"
"1903","Negatif",-1,"paylater dimit jt t bs  alasan  covid skrg kayanya udh new normal"
"1904","Positif",2,"terima kasih  yanannyasangat memuaskan"
"1905","Netral",0,"top"
"1906","Netral",0,"good"
"1907","Netral",0,"mantap"
"1908","Netral",0,"cetis   teraya"
"1909","Netral",0,""
"1910","Netral",0,"tingkatkantrus yanannyabravo"
"1911","Positif",1,"cepat"
"1912","Positif",1," bagus"
"1913","Negatif",-3,"aasi busuk booking wat kena cancel  tangung customer  i ater nambah nambah   ayaran later nya aasi mengecewakan mending ah  aasi sebelah aja deh  mudah  "
"1914","Negatif",-2,"kamar yg  n  sesuaisingle bed  twin bed gimana  travelokagak  refund lagikasaya  travelokakali      jalan en seneng bayar mahal  alanannya   kesal"
"1915","Netral",0,"mantap"
"1916","Netral",0,"cukumuaskan"
"1917","Positif",1,"uasi bagus  membantu alanan"
"1918","Netral",0,"payah"
"1919","Positif",1,"tercepat"
"1920","Netral",0,"ok"
"1921","Netral",0,"cedan tanggap"
"1922","Netral",0,"good service"
"1923","Negatif",-1,"  keluhan   traveloka semoga intaan khusus   hi k hotel good work travelokadulu"
"1924","Netral",0," lelet"
"1925","Negatif",-2,"hati hati isi  traveloka ater datanya  sebar luaskan   skali  isi data  traveloka  ater"
"1926","Negatif",-1,"eror aa    donwload  daftar ga  dikata sandi nya salah mulu heran"
"1927","Positif",1,"lengkan cepat"
"1928","Netral",0,"ok"
"1929","Netral",0,"   i traveloka ama sy kasih bintang  karna emang bagus  gam  taekarang sy   kecewa karna sy  keuan mendadak  mendesak  sy n tiket hotel  mobil  traveloka   limit sy dibikin  nol  alasan kebanyakan    rb   traveloka bangga karna  menu nya berguna tay diakukan sei    saingan lo  sy berfikir  beralih  yg "
"1930","Positif",1,"ani memudahkan  memesan kamar hotel"
"1931","Netral",0,"nice and easy"
"1932","Negatif",-1,"tiket wt lion air mks jkt  jam "
"1933","Negatif",-1,"kecewa banget ga  kasih waran diskon  uang orang  hangus  blm teri  modal  i jangka    selesai nan udh exd    gambil uang orang  i modus diskon"
"1934","Netral",0," membantu"
"1935","Positif",6,"kemarin malam  n kamar hotel  ayaran  mbking     transfer  sesuai nominal nya   refund  k traveloka   ambilan dana  k traveloka memes refund    dana    rekening   nominal     transfer terima kasih traveloka  pelayanan kenyamanan  customer nya"
"1936","Positif",1," membantu banget mendaan hotel yg murah"
"1937","Netral",0," suka"
"1938","Positif",1,"semoga sukses  traveloka"
"1939","Netral",0,"good"
"1940","Netral",0,"good job"
"1941","Netral",0," membantu"
"1942","Positif",2,"tolong  solusinya refund  masuk  rekening tangal  oktober  taamsaat   masuk  rekening"
"1943","Positif",1," bagus"
"1944","Netral",0,"so far so good"
"1945","Negatif",-1,"ok lahhhh berhararga   bersaing "
"1946","Netral",0," membantu"
"1947","Netral",0," membanty"
"1948","Negatif",-1,"aasi buruk"
"1949","Positif",1,"bagus"
"1950","Positif",2,"terimakasih uda bikin transaksi cepat"
"1951","Netral",0,"the best"
"1952","Netral",0,"oke"
"1953","Positif",1,"terdepan"
"1954","Positif",1,"bagus"
"1955","Negatif",-1,"aasi lambat"
"1956","Netral",0," biasai"
"1957","Negatif",-2,"berulang gagal  donlod  dah ganti wfi  t data tete  nyoba donlod yg   "
"1958","Positif",2," membantu   terima kasih "
"1959","Netral",0,"mantabbb"
"1960","Netral",0,"ok"
"1961","Netral",0,"good"
"1962","Netral",0,"aasi sam ngak masukmasuk kode nya"
"1963","Positif",1,"perbaikan   mudah   aasinya"
"1964","Netral",0,""
"1965","Netral",0,""
"1966","Netral",0,"cukumbantu"
"1967","Positif",2,"terima kasih"
"1968","Netral",0,""
"1969","Netral",0,"mantap"
"1970","Netral",0," membantu"
"1971","Positif",1,"bagus"
"1972","Netral",0,"  saldo  diambil   villa  booking  bayar cash taang   kartu debit tetaambil"
"1973","Netral",0,""
"1974","Negatif",-2,"min klo wat sdah   terbang  tiket ny gak   jual  min  diley nya gak jelasdan ganti  rbangan   orang  a keingan cba  atikan sja   u blacklist aj  kantor ny jga gak   "
"1975","Netral",0,"ok"
"1976","Netral",0,"mantap"
"1977","Netral",0,"gak berfungsi ater"
"1978","Positif",2,"ila sayang banget  umi"
"1979","Positif",1,"sukses mantap"
"1980","Positif",1,"mudah  terbaik"
"1981","Netral",0,"jem"
"1982","Negatif",-1,"kutdk  dii   memenuhi yaratan   dicoba berulang kali keterangan kuhabis mohon diaiki lg ya"
"1983","Netral",0,"mantul"
"1984","Negatif",-3,"aasi gak  daftar aja kesalahan mulu aasi aneh  ah dw dh ya aasi kaga danta data  udah bener salah mulu  karakter dll  tot"
"1985","Netral",0," tis bookingnya"
"1986","Netral",0,"layanan  esnya ce"
"1987","Netral",0,"aasi resble  tis"
"1988","Netral",0,"goodjob"
"1989","Netral",0,"l ok uhhuh lol c ok no"
"1990","Positif",1,"handal  melayani custumer"
"1991","Netral",0," membantu"
"1992","Positif",2,"transn mudah terjamin mamemecahkan   resyang    yanan ala terkait asalahan konsumen sukses "
"1993","Netral",0,"powerful"
"1994","Positif",3,"     ater     keuan beli a token   andai fitur     membantu   kasih  bintang tingkatkan  yanan nya    "
"1995","Netral",0,"nice"
"1996","Positif",1,"memudahkan alanan"
"1997","Netral",0,"mantaabbb"
"1998","Positif",1,"  bintang   tetaraveloka skr onya   ditambah  dibeberatem elian konse beli kuyg benefitnya   dibatasi  berlaku yg singkat komtor  byk bos onya  "
"1999","Netral",0,"bagusss"
"2000","Netral",0,"ok google"
"2001","Netral",0,"aasi  coba kali lancar urusan semoga kaga boncos"
"2002","Negatif",-1,"siimoga  mengecewakan n  traveloka"
"2003","Positif",1,"gimana si   bayar  mandiri gak tersedia"
"2004","Netral",0,"mudah  cedan teraya"
"2005","Positif",1,"bagus"
"2006","Positif",1,"bagus"
"2007","Netral",0," membantu  hamsetiarjalanan  n  traveloka"
"2008","Netral",0,"good"
"2009","Positif",1,"mantaar  cedan amanah"
"2010","Positif",1,"terimakasih  laian   langsung  auto uninstall aasi traveloka  hp seumur hiduyakarena traveloka  ambil data      rekomendasikan  kerabat teman dll   mencoba traveloka    traveloka  ambil data sajatolong   sebar  disalah  data     data  sam k ketiga         tuntut sesuai ndangan yg berlaku"
"2011","Netral",0,"mantakoknya memudah  kalo beian"
"2012","Netral",0," tis  hemat "
"2013","Netral",0,"verygood"
"2014","Netral",0,"nice"
"2015","Positif",1,"bagus suka"
"2016","Netral",0,"good"
"2017","Positif",1,"paylater memudahkan bgt sbnrnya  srg sya i   urusan mndadak tlah jd sbab trun limit  skor hmm   ng sih pdhal tdak ah telat loh"
"2018","Netral",0,"god service"
"2019","Netral",0," teraya "
"2020","Positif",1,"semoga amanah"
"2021","Netral",0,"good"
"2022","Netral",0,"mantatul   mudah  traveloka"
"2023","Netral",0,"nice"
"2024","Netral",0,"oke"
"2025","Netral",0,"semoga     berkembang "
"2026","Netral",0,"teta han alanan smga  o menarik"
"2027","Positif",1,"mantan cepat"
"2028","Netral",0," ajuan ater card halaman    akses"
"2029","Netral",0,"lemotbin lola"
"2030","Netral",0,"aasi  a skor bertambah truslevel naikayaran lancar   nonaktifkan ater nya "
"2031","Positif",1," membantu  aman "
"2032","Positif",2,"semenjak     atter sangaaaaat sangaaat membantuterima kasih traveloka  semoga sukses "
"2033","Netral",0," "
"2034","Positif",1,"bagus"
"2035","Negatif",-2,"ga  konfirm kalo unit kosong"
"2036","Netral",0,"simple"
"2037","Netral",0,"teraya"
"2038","Netral",0,"mantap"
"2039","Positif",1,"mohon maaf auto bintang  nih daftar ater susah banget  dipersulit  ditolak  alasan gak    tunggu     mengecewakan aasi   tantuk aftaran ater h kasih  orangorang  aja  "
"2040","Negatif",-1," daftar aj ngisi nama sahan yg  tulisan nama sahan  validlhh gw kerja dhh    trus nama sahan jg   mbah google"
"2041","Netral",0," suka"
"2042","Netral",0,"menurutku traveloka terbaiktayang ater dinonaktifkan l  lunas  limit turun sisa  juta ta bs gunakanl sya   i bli hotel  tunai tetadak diaktifkan aternyagatau smanonaktifnya    menunggu"
"2043","Netral",0,"good"
"2044","Netral",0,"good"
"2045","Netral",0,"good"
"2046","Negatif",-1,"  kesini traveloka  h gak  nyari kota tujuan karna gak muncul  kesalahan   aikanlah  sayang  lho gak ah beli tiket      ah  aebelah"
"2047","Netral",0,"utk transfer nggak otomatis"
"2048","Netral",0,"mudah "
"2049","Netral",0,"siiss"
"2050","Netral",0,""
"2051","Netral",0," onya"
"2052","Netral",0,"good service"
"2053","Netral",0," membantu "
"2054","Positif",1," bagus"
"2055","Netral",0,"fast respon"
"2056","Netral",0,"very thank you to traveloka traveloka is best"
"2057","Positif",1,"traveloka terbaik  terimakasih"
"2058","Netral",0,"ok"
"2059","Netral",0,"  iklan memuakan  delet"
"2060","Netral",0," membantu"
"2061","Netral",0,""
"2062","Netral",0," membantu"
"2063","Netral",0,"semoga  berjalan lancar"
"2064","Netral",0,"traveloka mantap"
